,area,item_code,item,element,year,unit,value_exp_qty
16870,France,83,Sorghum,Export Quantity,1962,tonnes,608.0
16871,France,83,Sorghum,Export Quantity,1963,tonnes,1722.0
16872,France,83,Sorghum,Export Quantity,1964,tonnes,5638.0
16873,France,83,Sorghum,Export Quantity,1965,tonnes,16994.0
16874,France,83,Sorghum,Export Quantity,1966,tonnes,33973.0
16875,France,83,Sorghum,Export Quantity,1967,tonnes,79079.0
16876,France,83,Sorghum,Export Quantity,1968,tonnes,73873.0
16877,France,83,Sorghum,Export Quantity,1969,tonnes,63033.0
16878,France,83,Sorghum,Export Quantity,1970,tonnes,121360.0
16879,France,83,Sorghum,Export Quantity,1971,tonnes,89160.0
16880,France,83,Sorghum,Export Quantity,1972,tonnes,175245.0
16881,France,83,Sorghum,Export Quantity,1973,tonnes,137467.0
16882,France,83,Sorghum,Export Quantity,1974,tonnes,196689.0
16883,France,83,Sorghum,Export Quantity,1975,tonnes,128547.0
16884,France,83,Sorghum,Export Quantity,1976,tonnes,177802.0
16885,France,83,Sorghum,Export Quantity,1977,tonnes,119493.0
16886,France,83,Sorghum,Export Quantity,1978,tonnes,189816.0
16887,France,83,Sorghum,Export Quantity,1979,tonnes,231189.0
16888,France,83,Sorghum,Export Quantity,1980,tonnes,153748.0
16889,France,83,Sorghum,Export Quantity,1981,tonnes,195728.0
16890,France,83,Sorghum,Export Quantity,1982,tonnes,237452.0
16891,France,83,Sorghum,Export Quantity,1983,tonnes,144008.0
16892,France,83,Sorghum,Export Quantity,1984,tonnes,157518.0
16893,France,83,Sorghum,Export Quantity,1985,tonnes,177922.0
16894,France,83,Sorghum,Export Quantity,1986,tonnes,116918.0
16895,France,83,Sorghum,Export Quantity,1987,tonnes,86638.0
16896,France,83,Sorghum,Export Quantity,1988,tonnes,109743.0
16897,France,83,Sorghum,Export Quantity,1989,tonnes,181496.0
16898,France,83,Sorghum,Export Quantity,1990,tonnes,223543.0
16899,France,83,Sorghum,Export Quantity,1991,tonnes,240367.0
16900,France,83,Sorghum,Export Quantity,1992,tonnes,250707.0
16901,France,83,Sorghum,Export Quantity,1993,tonnes,249882.0
16902,France,83,Sorghum,Export Quantity,1994,tonnes,285102.0
16903,France,83,Sorghum,Export Quantity,1995,tonnes,162807.0
16904,France,83,Sorghum,Export Quantity,1996,tonnes,154430.0
16905,France,83,Sorghum,Export Quantity,1997,tonnes,237574.0
16906,France,83,Sorghum,Export Quantity,1998,tonnes,296315.0
16907,France,83,Sorghum,Export Quantity,1999,tonnes,220465.0
16908,France,83,Sorghum,Export Quantity,2000,tonnes,229006.0
16909,France,83,Sorghum,Export Quantity,2001,tonnes,220341.0
16910,France,83,Sorghum,Export Quantity,2002,tonnes,208110.0
16911,France,83,Sorghum,Export Quantity,2003,tonnes,208789.0
16912,France,83,Sorghum,Export Quantity,2004,tonnes,82405.0
16913,France,83,Sorghum,Export Quantity,2005,tonnes,101155.0
16914,France,83,Sorghum,Export Quantity,2006,tonnes,129423.0
16915,France,83,Sorghum,Export Quantity,2007,tonnes,74321.0
16916,France,83,Sorghum,Export Quantity,2008,tonnes,80886.0
16917,France,83,Sorghum,Export Quantity,2009,tonnes,82749.0
16918,France,83,Sorghum,Export Quantity,2010,tonnes,100232.0
16919,France,83,Sorghum,Export Quantity,2011,tonnes,73220.0
16920,France,83,Sorghum,Export Quantity,2012,tonnes,88910.0
16921,France,83,Sorghum,Export Quantity,2013,tonnes,74051.0
16922,France,83,Sorghum,Export Quantity,2014,tonnes,129608.0
16923,France,83,Sorghum,Export Quantity,2015,tonnes,186151.0
16924,France,83,Sorghum,Export Quantity,2016,tonnes,111970.0
16925,France,83,Sorghum,Export Quantity,2017,tonnes,117088.0
16926,France,83,Sorghum,Export Quantity,2018,tonnes,153319.0
16927,France,83,Sorghum,Export Quantity,2019,tonnes,125508.0
16928,France,83,Sorghum,Export Quantity,2020,tonnes,167158.0
16929,France,236,Soya beans,Export Quantity,1961,tonnes,0.0
16930,France,236,Soya beans,Export Quantity,1962,tonnes,0.0
16931,France,236,Soya beans,Export Quantity,1963,tonnes,484.0
16932,France,236,Soya beans,Export Quantity,1964,tonnes,4398.0
16933,France,236,Soya beans,Export Quantity,1965,tonnes,3.0
16934,France,236,Soya beans,Export Quantity,1966,tonnes,0.0
16935,France,236,Soya beans,Export Quantity,1967,tonnes,12.0
16936,France,236,Soya beans,Export Quantity,1968,tonnes,10.0
16937,France,236,Soya beans,Export Quantity,1969,tonnes,8.0
16938,France,236,Soya beans,Export Quantity,1970,tonnes,34.0
16939,France,236,Soya beans,Export Quantity,1971,tonnes,32.0
16940,France,236,Soya beans,Export Quantity,1972,tonnes,122.0
16941,France,236,Soya beans,Export Quantity,1973,tonnes,282.0
16942,France,236,Soya beans,Export Quantity,1974,tonnes,129.0
16943,France,236,Soya beans,Export Quantity,1975,tonnes,5.0
16944,France,236,Soya beans,Export Quantity,1976,tonnes,31.0
16945,France,236,Soya beans,Export Quantity,1977,tonnes,57.0
16946,France,236,Soya beans,Export Quantity,1978,tonnes,1024.0
16947,France,236,Soya beans,Export Quantity,1979,tonnes,1384.0
16948,France,236,Soya beans,Export Quantity,1980,tonnes,5879.0
16949,France,236,Soya beans,Export Quantity,1981,tonnes,222.0
16950,France,236,Soya beans,Export Quantity,1982,tonnes,296.0
16951,France,236,Soya beans,Export Quantity,1983,tonnes,267.0
16952,France,236,Soya beans,Export Quantity,1984,tonnes,1594.0
16953,France,236,Soya beans,Export Quantity,1985,tonnes,1660.0
16954,France,236,Soya beans,Export Quantity,1986,tonnes,2102.0
16955,France,236,Soya beans,Export Quantity,1987,tonnes,29560.0
16956,France,236,Soya beans,Export Quantity,1988,tonnes,35146.0
16957,France,236,Soya beans,Export Quantity,1989,tonnes,34714.0
16958,France,236,Soya beans,Export Quantity,1990,tonnes,8454.0
16959,France,236,Soya beans,Export Quantity,1991,tonnes,14101.0
16960,France,236,Soya beans,Export Quantity,1992,tonnes,13519.0
16961,France,236,Soya beans,Export Quantity,1993,tonnes,9486.0
16962,France,236,Soya beans,Export Quantity,1994,tonnes,26983.0
16963,France,236,Soya beans,Export Quantity,1995,tonnes,34840.0
16964,France,236,Soya beans,Export Quantity,1996,tonnes,30642.0
16965,France,236,Soya beans,Export Quantity,1997,tonnes,27976.0
16966,France,236,Soya beans,Export Quantity,1998,tonnes,26734.0
16967,France,236,Soya beans,Export Quantity,1999,tonnes,22884.0
16968,France,236,Soya beans,Export Quantity,2000,tonnes,20308.0
16969,France,236,Soya beans,Export Quantity,2001,tonnes,5412.0
16970,France,236,Soya beans,Export Quantity,2002,tonnes,21473.0
16971,France,236,Soya beans,Export Quantity,2003,tonnes,28378.0
16972,France,236,Soya beans,Export Quantity,2004,tonnes,17960.0
16973,France,236,Soya beans,Export Quantity,2005,tonnes,31979.0
16974,France,236,Soya beans,Export Quantity,2006,tonnes,33903.0
16975,France,236,Soya beans,Export Quantity,2007,tonnes,17400.0
16976,France,236,Soya beans,Export Quantity,2008,tonnes,9772.0
16977,France,236,Soya beans,Export Quantity,2009,tonnes,18997.0
16978,France,236,Soya beans,Export Quantity,2010,tonnes,24161.0
16979,France,236,Soya beans,Export Quantity,2011,tonnes,34167.0
16980,France,236,Soya beans,Export Quantity,2012,tonnes,38418.0
16981,France,236,Soya beans,Export Quantity,2013,tonnes,20047.0
16982,France,236,Soya beans,Export Quantity,2014,tonnes,28288.0
16983,France,236,Soya beans,Export Quantity,2015,tonnes,66040.0
16984,France,236,Soya beans,Export Quantity,2016,tonnes,108889.0
16985,France,236,Soya beans,Export Quantity,2017,tonnes,87640.0
16986,France,236,Soya beans,Export Quantity,2018,tonnes,144116.0
16987,France,236,Soya beans,Export Quantity,2019,tonnes,135381.0
16988,France,236,Soya beans,Export Quantity,2020,tonnes,187436.0
16989,France,15,Wheat,Export Quantity,1961,tonnes,1048500.0
16990,France,15,Wheat,Export Quantity,1962,tonnes,1654500.0
16991,France,15,Wheat,Export Quantity,1963,tonnes,2630300.0
16992,France,15,Wheat,Export Quantity,1964,tonnes,2966500.0
16993,France,15,Wheat,Export Quantity,1965,tonnes,4046000.0
16994,France,15,Wheat,Export Quantity,1966,tonnes,3619955.0
16995,France,15,Wheat,Export Quantity,1967,tonnes,2046566.0
16996,France,15,Wheat,Export Quantity,1968,tonnes,4613580.0
16997,France,15,Wheat,Export Quantity,1969,tonnes,5983065.0
16998,France,15,Wheat,Export Quantity,1970,tonnes,3446386.0
16999,France,15,Wheat,Export Quantity,1971,tonnes,3357232.0
17000,France,15,Wheat,Export Quantity,1972,tonnes,5753122.0
17001,France,15,Wheat,Export Quantity,1973,tonnes,7023102.0
17002,France,15,Wheat,Export Quantity,1974,tonnes,7384438.0
17003,France,15,Wheat,Export Quantity,1975,tonnes,6280511.0
17004,France,15,Wheat,Export Quantity,1976,tonnes,7336089.0
17005,France,15,Wheat,Export Quantity,1977,tonnes,5919521.0
17006,France,15,Wheat,Export Quantity,1978,tonnes,6394102.0
17007,France,15,Wheat,Export Quantity,1979,tonnes,7247388.0
17008,France,15,Wheat,Export Quantity,1980,tonnes,9888599.0
17009,France,15,Wheat,Export Quantity,1981,tonnes,12591630.0
17010,France,15,Wheat,Export Quantity,1982,tonnes,10634121.0
17011,France,15,Wheat,Export Quantity,1983,tonnes,13409314.0
17012,France,15,Wheat,Export Quantity,1984,tonnes,13616579.0
17013,France,15,Wheat,Export Quantity,1985,tonnes,16942640.0
17014,France,15,Wheat,Export Quantity,1986,tonnes,13367338.0
17015,France,15,Wheat,Export Quantity,1987,tonnes,14219753.0
17016,France,15,Wheat,Export Quantity,1988,tonnes,14847453.0
17017,France,15,Wheat,Export Quantity,1989,tonnes,15089216.0
17018,France,15,Wheat,Export Quantity,1990,tonnes,17165168.0
17019,France,15,Wheat,Export Quantity,1991,tonnes,17264672.0
17020,France,15,Wheat,Export Quantity,1992,tonnes,17355168.0
17021,France,15,Wheat,Export Quantity,1993,tonnes,18259094.0
17022,France,15,Wheat,Export Quantity,1994,tonnes,12650000.0
17023,France,15,Wheat,Export Quantity,1995,tonnes,16310000.0
17024,France,15,Wheat,Export Quantity,1996,tonnes,14550000.0
17025,France,15,Wheat,Export Quantity,1997,tonnes,14600399.0
17026,France,15,Wheat,Export Quantity,1998,tonnes,13732658.0
17027,France,15,Wheat,Export Quantity,1999,tonnes,18316504.0
17028,France,15,Wheat,Export Quantity,2000,tonnes,18034056.0
17029,France,15,Wheat,Export Quantity,2001,tonnes,15621317.0
17030,France,15,Wheat,Export Quantity,2002,tonnes,13678411.0
17031,France,15,Wheat,Export Quantity,2003,tonnes,16366886.0
17032,France,15,Wheat,Export Quantity,2004,tonnes,14891804.0
17033,France,15,Wheat,Export Quantity,2005,tonnes,16022528.0
17034,France,15,Wheat,Export Quantity,2006,tonnes,16580501.0
17035,France,15,Wheat,Export Quantity,2007,tonnes,14386449.0
17036,France,15,Wheat,Export Quantity,2008,tonnes,16292571.0
17037,France,15,Wheat,Export Quantity,2009,tonnes,16872217.0
17038,France,15,Wheat,Export Quantity,2010,tonnes,21081540.0
17039,France,15,Wheat,Export Quantity,2011,tonnes,20345934.0
17040,France,15,Wheat,Export Quantity,2012,tonnes,16469022.0
17041,France,15,Wheat,Export Quantity,2013,tonnes,19638502.0
17042,France,15,Wheat,Export Quantity,2014,tonnes,20398724.0
17043,France,15,Wheat,Export Quantity,2015,tonnes,19815325.0
17044,France,15,Wheat,Export Quantity,2016,tonnes,18343653.0
17045,France,15,Wheat,Export Quantity,2017,tonnes,15228664.0
17046,France,15,Wheat,Export Quantity,2018,tonnes,18940343.0
17047,France,15,Wheat,Export Quantity,2019,tonnes,19956974.0
17048,France,15,Wheat,Export Quantity,2020,tonnes,19792597.0
20306,India,44,Barley,Export Quantity,1961,tonnes,0.0
20307,India,44,Barley,Export Quantity,1962,tonnes,0.0
20308,India,44,Barley,Export Quantity,1963,tonnes,0.0
20309,India,44,Barley,Export Quantity,1964,tonnes,0.0
20310,India,44,Barley,Export Quantity,1965,tonnes,36.0
20311,India,44,Barley,Export Quantity,1966,tonnes,34.0
20312,India,44,Barley,Export Quantity,1967,tonnes,1.0
20313,India,44,Barley,Export Quantity,1968,tonnes,102.0
20314,India,44,Barley,Export Quantity,1969,tonnes,55.0
20315,India,44,Barley,Export Quantity,1970,tonnes,8.0
20316,India,44,Barley,Export Quantity,1971,tonnes,3.0
20317,India,44,Barley,Export Quantity,1972,tonnes,46.0
20318,India,44,Barley,Export Quantity,1973,tonnes,20.0
20319,India,44,Barley,Export Quantity,1974,tonnes,92.0
20320,India,44,Barley,Export Quantity,1975,tonnes,107.0
20321,India,44,Barley,Export Quantity,1976,tonnes,31178.0
20322,India,44,Barley,Export Quantity,1977,tonnes,10381.0
20323,India,44,Barley,Export Quantity,1978,tonnes,1070.0
20324,India,44,Barley,Export Quantity,1979,tonnes,42014.0
20325,India,44,Barley,Export Quantity,1980,tonnes,5259.0
20326,India,44,Barley,Export Quantity,1981,tonnes,27200.0
20327,India,44,Barley,Export Quantity,1982,tonnes,22067.0
20328,India,44,Barley,Export Quantity,1983,tonnes,3854.0
20329,India,44,Barley,Export Quantity,1984,tonnes,1686.0
20330,India,44,Barley,Export Quantity,1985,tonnes,114.0
20331,India,44,Barley,Export Quantity,1986,tonnes,0.0
20332,India,44,Barley,Export Quantity,1987,tonnes,51.0
20333,India,44,Barley,Export Quantity,1988,tonnes,0.0
20334,India,44,Barley,Export Quantity,1989,tonnes,0.0
20335,India,44,Barley,Export Quantity,1990,tonnes,0.0
20336,India,44,Barley,Export Quantity,1991,tonnes,0.0
20337,India,44,Barley,Export Quantity,1992,tonnes,0.0
20338,India,44,Barley,Export Quantity,1993,tonnes,0.0
20339,India,44,Barley,Export Quantity,1994,tonnes,181.0
20340,India,44,Barley,Export Quantity,1995,tonnes,154.0
20341,India,44,Barley,Export Quantity,1996,tonnes,118.0
20342,India,44,Barley,Export Quantity,1997,tonnes,0.0
20343,India,44,Barley,Export Quantity,1998,tonnes,62.0
20344,India,44,Barley,Export Quantity,1999,tonnes,159.5
20345,India,44,Barley,Export Quantity,2000,tonnes,1.0
20346,India,44,Barley,Export Quantity,2001,tonnes,2.0
20347,India,44,Barley,Export Quantity,2002,tonnes,68.0
20348,India,44,Barley,Export Quantity,2003,tonnes,288.0
20349,India,44,Barley,Export Quantity,2004,tonnes,4690.0
20350,India,44,Barley,Export Quantity,2005,tonnes,195.0
20351,India,44,Barley,Export Quantity,2006,tonnes,832.0
20352,India,44,Barley,Export Quantity,2007,tonnes,347836.0
20353,India,44,Barley,Export Quantity,2008,tonnes,166825.0
20354,India,44,Barley,Export Quantity,2009,tonnes,51224.0
20355,India,44,Barley,Export Quantity,2010,tonnes,33138.0
20356,India,44,Barley,Export Quantity,2011,tonnes,44739.0
20357,India,44,Barley,Export Quantity,2012,tonnes,117353.0
20358,India,44,Barley,Export Quantity,2013,tonnes,546252.0
20359,India,44,Barley,Export Quantity,2014,tonnes,503701.0
20360,India,44,Barley,Export Quantity,2015,tonnes,84332.0
20361,India,44,Barley,Export Quantity,2016,tonnes,1661.0
20362,India,44,Barley,Export Quantity,2017,tonnes,808.0
20363,India,44,Barley,Export Quantity,2018,tonnes,5274.0
20364,India,44,Barley,Export Quantity,2019,tonnes,1861.0
20365,India,44,Barley,Export Quantity,2020,tonnes,2090.0
20366,India,56,Maize (corn),Export Quantity,1961,tonnes,0.0
20367,India,56,Maize (corn),Export Quantity,1962,tonnes,0.0
20368,India,56,Maize (corn),Export Quantity,1963,tonnes,0.0
20369,India,56,Maize (corn),Export Quantity,1964,tonnes,0.0
20370,India,56,Maize (corn),Export Quantity,1965,tonnes,0.0
20371,India,56,Maize (corn),Export Quantity,1966,tonnes,0.0
20372,India,56,Maize (corn),Export Quantity,1967,tonnes,0.0
20373,India,56,Maize (corn),Export Quantity,1968,tonnes,10.0
20374,India,56,Maize (corn),Export Quantity,1969,tonnes,0.0
20375,India,56,Maize (corn),Export Quantity,1970,tonnes,20.0
20376,India,56,Maize (corn),Export Quantity,1971,tonnes,6.0
20377,India,56,Maize (corn),Export Quantity,1972,tonnes,2379.0
20378,India,56,Maize (corn),Export Quantity,1973,tonnes,251.0
20379,India,56,Maize (corn),Export Quantity,1974,tonnes,89.0
20380,India,56,Maize (corn),Export Quantity,1975,tonnes,22.0
20381,India,56,Maize (corn),Export Quantity,1976,tonnes,540.0
20382,India,56,Maize (corn),Export Quantity,1977,tonnes,0.0
20383,India,56,Maize (corn),Export Quantity,1978,tonnes,5.0
20384,India,56,Maize (corn),Export Quantity,1979,tonnes,0.0
20385,India,56,Maize (corn),Export Quantity,1980,tonnes,0.0
20386,India,56,Maize (corn),Export Quantity,1981,tonnes,0.0
20387,India,56,Maize (corn),Export Quantity,1982,tonnes,168.0
20388,India,56,Maize (corn),Export Quantity,1983,tonnes,1643.0
20389,India,56,Maize (corn),Export Quantity,1984,tonnes,1723.0
20390,India,56,Maize (corn),Export Quantity,1985,tonnes,23921.0
20391,India,56,Maize (corn),Export Quantity,1986,tonnes,10.0
20392,India,56,Maize (corn),Export Quantity,1987,tonnes,151.0
20393,India,56,Maize (corn),Export Quantity,1988,tonnes,20.0
20394,India,56,Maize (corn),Export Quantity,1989,tonnes,0.0
20395,India,56,Maize (corn),Export Quantity,1990,tonnes,0.0
20396,India,56,Maize (corn),Export Quantity,1991,tonnes,0.0
20397,India,56,Maize (corn),Export Quantity,1992,tonnes,425.0
20398,India,56,Maize (corn),Export Quantity,1993,tonnes,26672.0
20399,India,56,Maize (corn),Export Quantity,1994,tonnes,18898.0
20400,India,56,Maize (corn),Export Quantity,1995,tonnes,18751.0
20401,India,56,Maize (corn),Export Quantity,1996,tonnes,55363.0
20402,India,56,Maize (corn),Export Quantity,1997,tonnes,1605.0
20403,India,56,Maize (corn),Export Quantity,1998,tonnes,2063.0
20404,India,56,Maize (corn),Export Quantity,1999,tonnes,10213.8
20405,India,56,Maize (corn),Export Quantity,2000,tonnes,32464.0
20406,India,56,Maize (corn),Export Quantity,2001,tonnes,113504.0
20407,India,56,Maize (corn),Export Quantity,2002,tonnes,78178.0
20408,India,56,Maize (corn),Export Quantity,2003,tonnes,543271.0
20409,India,56,Maize (corn),Export Quantity,2004,tonnes,1068677.0
20410,India,56,Maize (corn),Export Quantity,2005,tonnes,419948.0
20411,India,56,Maize (corn),Export Quantity,2006,tonnes,637411.0
20412,India,56,Maize (corn),Export Quantity,2007,tonnes,2727715.0
20413,India,56,Maize (corn),Export Quantity,2008,tonnes,3537303.0
20414,India,56,Maize (corn),Export Quantity,2009,tonnes,2600821.0
20415,India,56,Maize (corn),Export Quantity,2010,tonnes,2293396.0
20416,India,56,Maize (corn),Export Quantity,2011,tonnes,3952102.0
20417,India,56,Maize (corn),Export Quantity,2012,tonnes,4271696.0
20418,India,56,Maize (corn),Export Quantity,2013,tonnes,4749727.0
20419,India,56,Maize (corn),Export Quantity,2014,tonnes,3571037.0
20420,India,56,Maize (corn),Export Quantity,2015,tonnes,913831.0
20421,India,56,Maize (corn),Export Quantity,2016,tonnes,482848.0
20422,India,56,Maize (corn),Export Quantity,2017,tonnes,573306.0
20423,India,56,Maize (corn),Export Quantity,2018,tonnes,1015057.0
20424,India,56,Maize (corn),Export Quantity,2019,tonnes,379470.0
20425,India,56,Maize (corn),Export Quantity,2020,tonnes,1766876.0
20426,India,79,Millet,Export Quantity,1961,tonnes,0.0
20427,India,79,Millet,Export Quantity,1962,tonnes,0.0
20428,India,79,Millet,Export Quantity,1963,tonnes,0.0
20429,India,79,Millet,Export Quantity,1964,tonnes,0.0
20430,India,79,Millet,Export Quantity,1965,tonnes,0.0
20431,India,79,Millet,Export Quantity,1966,tonnes,0.0
20432,India,79,Millet,Export Quantity,1967,tonnes,0.0
20433,India,79,Millet,Export Quantity,1968,tonnes,0.0
20434,India,79,Millet,Export Quantity,1969,tonnes,0.0
20435,India,79,Millet,Export Quantity,1970,tonnes,0.0
20436,India,79,Millet,Export Quantity,1971,tonnes,0.0
20437,India,79,Millet,Export Quantity,1972,tonnes,0.0
20438,India,79,Millet,Export Quantity,1973,tonnes,0.0
20439,India,79,Millet,Export Quantity,1974,tonnes,0.0
20440,India,79,Millet,Export Quantity,1975,tonnes,0.0
20441,India,79,Millet,Export Quantity,1976,tonnes,0.0
20442,India,79,Millet,Export Quantity,1977,tonnes,0.0
20443,India,79,Millet,Export Quantity,1978,tonnes,0.0
20444,India,79,Millet,Export Quantity,1979,tonnes,0.0
20445,India,79,Millet,Export Quantity,1980,tonnes,0.0
20446,India,79,Millet,Export Quantity,1981,tonnes,30.0
20447,India,79,Millet,Export Quantity,1982,tonnes,120.0
20448,India,79,Millet,Export Quantity,1983,tonnes,120.0
20449,India,79,Millet,Export Quantity,1984,tonnes,294.0
20450,India,79,Millet,Export Quantity,1985,tonnes,10148.0
20451,India,79,Millet,Export Quantity,1986,tonnes,787.0
20452,India,79,Millet,Export Quantity,1987,tonnes,9664.0
20453,India,79,Millet,Export Quantity,1988,tonnes,8094.0
20454,India,79,Millet,Export Quantity,1989,tonnes,6214.0
20455,India,79,Millet,Export Quantity,1990,tonnes,7310.0
20456,India,79,Millet,Export Quantity,1991,tonnes,14126.0
20457,India,79,Millet,Export Quantity,1992,tonnes,16633.0
20458,India,79,Millet,Export Quantity,1993,tonnes,97874.0
20459,India,79,Millet,Export Quantity,1994,tonnes,64901.0
20460,India,79,Millet,Export Quantity,1995,tonnes,17358.0
20461,India,79,Millet,Export Quantity,1996,tonnes,13603.0
20462,India,79,Millet,Export Quantity,1997,tonnes,11617.0
20463,India,79,Millet,Export Quantity,1998,tonnes,6200.0
20464,India,79,Millet,Export Quantity,1999,tonnes,4360.0
20465,India,79,Millet,Export Quantity,2000,tonnes,12025.0
20466,India,79,Millet,Export Quantity,2001,tonnes,19118.0
20467,India,79,Millet,Export Quantity,2002,tonnes,19575.0
20468,India,79,Millet,Export Quantity,2003,tonnes,39138.0
20469,India,79,Millet,Export Quantity,2004,tonnes,56698.0
20470,India,79,Millet,Export Quantity,2005,tonnes,119320.0
20471,India,79,Millet,Export Quantity,2006,tonnes,80992.0
20472,India,79,Millet,Export Quantity,2007,tonnes,105196.0
20473,India,79,Millet,Export Quantity,2008,tonnes,186390.0
20474,India,79,Millet,Export Quantity,2009,tonnes,137309.0
20475,India,79,Millet,Export Quantity,2010,tonnes,157004.0
20476,India,79,Millet,Export Quantity,2011,tonnes,132958.0
20477,India,79,Millet,Export Quantity,2012,tonnes,109480.0
20478,India,79,Millet,Export Quantity,2013,tonnes,82602.0
20479,India,79,Millet,Export Quantity,2014,tonnes,79886.0
20480,India,79,Millet,Export Quantity,2015,tonnes,96264.0
20481,India,79,Millet,Export Quantity,2016,tonnes,76340.0
20482,India,79,Millet,Export Quantity,2017,tonnes,72849.0
20483,India,79,Millet,Export Quantity,2018,tonnes,74237.0
20484,India,79,Millet,Export Quantity,2019,tonnes,75026.0
20485,India,79,Millet,Export Quantity,2020,tonnes,76481.0
20486,India,75,Oats,Export Quantity,1961,tonnes,0.0
20487,India,75,Oats,Export Quantity,1962,tonnes,0.0
20488,India,75,Oats,Export Quantity,1963,tonnes,0.0
20489,India,75,Oats,Export Quantity,1964,tonnes,0.0
20490,India,75,Oats,Export Quantity,1965,tonnes,0.0
20491,India,75,Oats,Export Quantity,1966,tonnes,0.0
20492,India,75,Oats,Export Quantity,1967,tonnes,0.0
20493,India,75,Oats,Export Quantity,1968,tonnes,0.0
20494,India,75,Oats,Export Quantity,1969,tonnes,0.0
20495,India,75,Oats,Export Quantity,1970,tonnes,0.0
20496,India,75,Oats,Export Quantity,1971,tonnes,0.0
20497,India,75,Oats,Export Quantity,1972,tonnes,0.0
20498,India,75,Oats,Export Quantity,1973,tonnes,0.0
20499,India,75,Oats,Export Quantity,1974,tonnes,0.0
20500,India,75,Oats,Export Quantity,1975,tonnes,0.0
20501,India,75,Oats,Export Quantity,1976,tonnes,0.0
20502,India,75,Oats,Export Quantity,1977,tonnes,0.0
20503,India,75,Oats,Export Quantity,1978,tonnes,0.0
20504,India,75,Oats,Export Quantity,1979,tonnes,0.0
20505,India,75,Oats,Export Quantity,1980,tonnes,0.0
20506,India,75,Oats,Export Quantity,1981,tonnes,2.0
20507,India,75,Oats,Export Quantity,1982,tonnes,1.0
20508,India,75,Oats,Export Quantity,1983,tonnes,5.0
20509,India,75,Oats,Export Quantity,1984,tonnes,6.0
20510,India,75,Oats,Export Quantity,1985,tonnes,0.0
20511,India,75,Oats,Export Quantity,1986,tonnes,0.0
20512,India,75,Oats,Export Quantity,1987,tonnes,3.0
20513,India,75,Oats,Export Quantity,1988,tonnes,16.0
20514,India,75,Oats,Export Quantity,1989,tonnes,0.0
20515,India,75,Oats,Export Quantity,1990,tonnes,0.0
20516,India,75,Oats,Export Quantity,1991,tonnes,0.0
20517,India,75,Oats,Export Quantity,1992,tonnes,0.0
20518,India,75,Oats,Export Quantity,1993,tonnes,0.0
20519,India,75,Oats,Export Quantity,1994,tonnes,0.0
20520,India,75,Oats,Export Quantity,1995,tonnes,0.0
20521,India,75,Oats,Export Quantity,1996,tonnes,0.0
20522,India,75,Oats,Export Quantity,1997,tonnes,0.0
20523,India,75,Oats,Export Quantity,1998,tonnes,80.0
20524,India,75,Oats,Export Quantity,1999,tonnes,0.0
20525,India,75,Oats,Export Quantity,2000,tonnes,2.0
20526,India,75,Oats,Export Quantity,2001,tonnes,0.0
20527,India,75,Oats,Export Quantity,2002,tonnes,6.0
20528,India,75,Oats,Export Quantity,2003,tonnes,779.0
20529,India,75,Oats,Export Quantity,2004,tonnes,206.0
20530,India,75,Oats,Export Quantity,2005,tonnes,375.0
20531,India,75,Oats,Export Quantity,2006,tonnes,215.0
20532,India,75,Oats,Export Quantity,2007,tonnes,128.0
20533,India,75,Oats,Export Quantity,2008,tonnes,2380.0
20534,India,75,Oats,Export Quantity,2009,tonnes,18.0
20535,India,75,Oats,Export Quantity,2010,tonnes,12.0
20536,India,75,Oats,Export Quantity,2011,tonnes,110.0
20537,India,75,Oats,Export Quantity,2012,tonnes,1264.0
20538,India,75,Oats,Export Quantity,2013,tonnes,53.0
20539,India,75,Oats,Export Quantity,2014,tonnes,76.0
20540,India,75,Oats,Export Quantity,2015,tonnes,144.0
20541,India,75,Oats,Export Quantity,2016,tonnes,322.0
20542,India,75,Oats,Export Quantity,2017,tonnes,477.0
20543,India,75,Oats,Export Quantity,2018,tonnes,89.0
20544,India,75,Oats,Export Quantity,2019,tonnes,215.0
20545,India,75,Oats,Export Quantity,2020,tonnes,201.0
20546,India,92,Quinoa,Export Quantity,2013,tonnes,22.0
20547,India,92,Quinoa,Export Quantity,2015,tonnes,0.0
20548,India,92,Quinoa,Export Quantity,2016,tonnes,3.0
20549,India,92,Quinoa,Export Quantity,2017,tonnes,17.0
20550,India,92,Quinoa,Export Quantity,2018,tonnes,106.0
20551,India,92,Quinoa,Export Quantity,2019,tonnes,561.0
20552,India,92,Quinoa,Export Quantity,2020,tonnes,615.0
20553,India,27,Rice,Export Quantity,1961,tonnes,3.0
20554,India,27,Rice,Export Quantity,1962,tonnes,0.0
20555,India,27,Rice,Export Quantity,1963,tonnes,0.0
20556,India,27,Rice,Export Quantity,1964,tonnes,9.0
20557,India,27,Rice,Export Quantity,1965,tonnes,52.0
20558,India,27,Rice,Export Quantity,1966,tonnes,0.0
20559,India,27,Rice,Export Quantity,1967,tonnes,0.0
20560,India,27,Rice,Export Quantity,1968,tonnes,0.0
20561,India,27,Rice,Export Quantity,1969,tonnes,0.0
20562,India,27,Rice,Export Quantity,1970,tonnes,0.0
20563,India,27,Rice,Export Quantity,1971,tonnes,0.0
20564,India,27,Rice,Export Quantity,1972,tonnes,0.0
